Class,ALT,L8 NDWI med,L8 NIR mean,L8 Temp max,L8 Temp mean,L8 Temp min,TPI,Elevation,Slope
Shallow,0.190955,0.083436675,0.3818054,311.5576132,277.4229412,173.1107131,-0.4169159,235.40532,1.3236741
Shallow,0.190965,0.269414296,0.321967875,306.6185743,279.2283849,234.0950259,2.8946304,99.28537,3.9633176
Shallow,0.191047,0.138887994,0.354088333,307.9823643,276.3691922,238.2957725,-0.100982666,137.16364,2.7542272
Shallow,0.191047,0.126364774,0.359094097,307.8729876,276.276431,238.1146174,0.07467651,138.20128,1.1746922
Shallow,0.191101,0.252056812,0.35547855,304.1336737,276.9387445,150.0014799,-0.56677246,228.82054,1.532415
Shallow,0.191119,0.154292863,0.391463125,310.4535927,282.9087949,249.7632296,10.231903,95.38632,9.99041
Shallow,0.191186,0.224159978,0.3834477,307.2133098,276.9740868,176.5526592,0.07545471,218.92136,0.63262403
Shallow,0.191257,0.371311823,0.555065781,300.5139906,265.847684,186.2188198,3.2629547,182.27818,5.584861
Shallow,0.191259,0.189605141,0.47762375,303.6278068,270.3919125,194.3195272,-13.258484,586.8843,1.2559258
Shallow,0.191259,0.243603076,0.511778571,297.6009521,272.9333801,243.4136353,-0.68273926,418.96063,5.8556275
Shallow,0.191323,0.244221723,0.500353795,303.2176444,271.7601415,150.0014799,-5.590088,180.77347,6.0759954
Shallow,0.191332,0.109954909,0.366167135,306.6630085,277.6870288,208.0668036,-2.505951,187.09344,2.695736
Shallow,0.191354,0.174025783,0.388548984,304.9164003,283.3439943,241.7069565,1.1336876,2.6761186,6.4326477
Shallow,0.191397,0.288316051,0.377339375,303.6243888,277.3501467,235.1819563,4.5800323,252.91327,1.2376835
Shallow,0.1914,0.139030057,0.339863879,304.9164003,279.1155353,229.5627314,2.64328,212.76343,3.6693301
Shallow,0.191414,0.165891353,0.355161406,299.6458135,274.8945777,200.7214786,-4.8678436,182.04669,4.501511
Shallow,0.19144,0.180325204,0.360992016,303.7747816,279.6785125,208.641031,-0.29632568,675.75085,0.48167714
Shallow,0.191452,0.202723388,0.368452026,308.792435,279.2738839,229.1764951,3.2437897,232.07608,2.038151
Shallow,0.191476,0.278038444,0.361547155,307.090261,279.4605196,235.981773,-1.2146606,326.029,8.042859
Shallow,0.191479,0.075474507,0.346863625,310.2211674,279.3297862,238.7674593,0.5640259,202.26427,0.7607258
Shallow,0.191544,0.157641801,0.3873879,304.2533044,272.0032603,150.0014799,-1.3261719,204.8492,3.4825625
Shallow,0.191572,0.220747428,0.376688545,301.3479874,277.0824942,178.2548332,-0.2141571,222.2254,0.2347556
Shallow,0.191607,0.207556878,0.422858782,303.2620786,274.0872622,230.6735879,0.9382076,2.94758,0.2096724
Shallow,0.19163,0.127376032,0.328556111,310.6074036,280.1538328,232.1980248,6.5938263,235.21402,3.408422
Shallow,0.191635,0.249653435,0.3596745,302.5648026,271.3800186,150.0014799,-0.8415222,206.55156,4.136451
Shallow,0.191717,0.259077093,0.425166667,302.5511305,272.306282,150.0014799,0.56874084,250.68652,4.9843073
Shallow,0.191725,0.19388835,0.489355595,303.9593547,273.0147176,233.6746095,0.8023834,250.12239,0.6233442
Shallow,0.191745,0.299775094,0.579719375,302.3563033,270.2515406,192.572919,-10.475708,570.6831,29.643473
Shallow,0.191772,0.331059199,0.348979694,301.4915443,278.4460676,163.1506028,1.4820862,143.1915,2.2175279
Shallow,0.191792,0.281173623,0.353815924,303.5423563,277.8690879,220.9903372,6.691498,90.768715,0.50713027
Shallow,0.191818,0.21852957,0.343411172,303.5833725,275.4965409,159.0216346,2.251358,146.61562,3.9025984
Shallow,0.191878,0.088193198,0.376659787,307.9960363,283.2613528,214.0107404,-1.1198425,377.93607,0.32021555
Shallow,0.191879,0.368356716,0.340508571,301.6761174,279.8908437,150.0014799,-0.17907715,128.64455,2.2353675
Shallow,0.191899,0.258991999,0.412039375,304.3319189,275.3587616,223.1949601,3.8964005,87.62543,6.134624
Shallow,0.191936,0.305965829,0.413804375,306.1092893,276.6137964,222.8155599,5.0643616,92.669846,8.046834
Shallow,0.19194,0.231313032,0.273374846,305.6615287,283.1545506,222.8565762,-0.53767395,229.61685,8.251106
Shallow,0.192018,0.352797778,0.313386985,302.1170419,279.456072,150.0014799,-5.8139725,127.012535,16.999922
Shallow,0.192091,0.322319255,0.431906602,305.7503972,279.8159034,209.5433883,-15.907486,161.069,8.218371
Shallow,0.192104,0.228290569,0.345035333,306.4818535,283.3699998,231.6169614,0.13839722,492.80267,9.4395275
Shallow,0.192142,0.112547695,0.342468156,308.9359918,277.900034,228.9338157,1.6009369,120.41317,1.6031814
Shallow,0.19215,0.240012741,0.5654325,303.6209707,269.2965148,150.0014799,-0.3694458,367.52502,1.561576
Shallow,0.192185,0.116104205,0.34647875,307.6679064,279.1622411,237.9129543,0.491333,219.95294,1.9232693
Shallow,0.192213,0.217370069,0.415596667,303.7303474,272.4395848,150.0014799,2.0017242,255.60187,0.91915125
Shallow,0.192218,0.404968961,0.388031654,300.3225814,282.8799521,181.2319286,-0.0284729,131.94536,0.62684506
Shallow,0.192222,0.197435875,0.33778395,308.2079536,285.6304959,225.6354264,-0.7161102,150.34753,0.5007116
Shallow,0.19224,0.127111342,0.330031875,308.7343287,281.2849869,239.1912937,-1.9319153,236.86678,2.087138
Shallow,0.192266,0.233936987,0.371886633,298.9006851,276.8004654,229.9318776,-0.81811523,56.77386,11.794718
Shallow,0.192275,0.380661924,0.380253235,301.7171336,279.7459,150.0014799,-0.5961304,135.72783,4.7700634
Shallow,0.192356,0.076355799,0.411612891,314.0630218,273.5562804,209.1776601,0.15090942,247.52191,2.9160576
Shallow,0.192395,0.134561271,0.280013448,307.934512,282.4713237,193.8820206,-0.7737427,312.54218,0.53829545
Shallow,0.192437,0.205708025,0.395560204,302.5135323,275.6520106,239.7723571,0.6266756,14.497629,6.434706
Shallow,0.192467,0.244257771,0.5011325,304.2054522,267.0616735,175.4042045,-8.223022,656.41077,3.549614
Shallow,0.192567,0.340001104,0.332342155,306.232338,281.6412163,235.650225,-2.9876404,278.78326,5.2258053
Shallow,0.192711,0.377017389,0.364967097,305.8050855,278.8027275,207.8890666,6.0091553,641.7137,17.248724
Shallow,0.192767,0.115566743,0.323195164,308.7069845,278.8953503,224.3194887,0.44224548,118.85886,1.4168173
Shallow,0.192771,0.195188321,0.327405061,307.1346953,279.8899913,179.4853204,2.588791,158.43558,2.1986961
Shallow,0.192789,0.219406217,0.420897917,302.5442944,269.7679167,150.0014799,-3.6887817,235.35248,0.98439056
Shallow,0.192819,0.136404445,0.39875875,308.1703554,278.4474088,236.7337374,0.25645447,256.17355,4.777756
Shallow,0.192935,-0.066998002,0.278544569,313.3110574,285.5285658,206.3509576,4.1667175,284.92682,2.204183
Shallow,0.192962,0.191884179,0.403801602,308.4779772,277.1308351,203.3055018,0.92276,139.3258,1.206267
Shallow,0.193015,0.117326064,0.376218617,307.6952506,282.559786,206.4124819,-1.6708984,382.85373,1.2090366
Shallow,0.193027,0.402074576,0.314417245,301.621429,280.3767606,150.0014799,-1.6082764,133.92049,8.401903
Shallow,0.193047,0.336963321,0.318870561,302.2811069,280.0705339,150.0014799,-0.3457489,132.42502,2.2270994
Shallow,0.193054,0.223828774,0.283228167,307.7977912,280.2453598,237.1438998,-5.2909775,66.58672,3.1284125
Shallow,0.193091,0.119833376,0.40090415,303.7030032,273.6890962,167.10867,-0.058761597,218.64612,1.5929531
Shallow,0.193134,0.125069766,0.36344,307.4833333,279.6327626,241.5804897,-0.08795166,299.63123,1.7838684
Shallow,0.193178,0.179617023,0.44164668,308.3173302,274.9776269,210.008239,-7.477356,282.2778,10.651232
Shallow,0.193232,0.199862182,0.353060625,300.08332,278.9334668,239.3177605,8.124014,28.901218,9.3087435
Shallow,0.193247,0.213004842,0.389313097,301.7991661,278.7709961,183.0503152,-0.20074463,165.42621,0.09553486
Shallow,0.193267,0.122734457,0.34534168,310.7065262,280.6115325,211.0507351,-2.4700317,284.99866,0.25211754
Shallow,0.193319,0.124628608,0.338966875,310.9047714,281.8996867,241.6488501,0.83465576,202.18668,2.978916
Shallow,0.193333,0.141172609,0.313578828,302.9510388,279.9353739,150.0014799,5.7031555,183.16232,9.432029
Shallow,0.193395,0.355437057,0.419676875,297.5842285,275.7518311,244.6932678,2.8330612,116.260155,8.628607
Shallow,0.193402,0.240171761,0.352020333,306.0443469,280.5182887,237.3387269,2.0722198,102.188705,2.0084214
Shallow,0.193463,0.062253497,0.306616,308.5258294,283.2990189,237.7693974,0.9107666,153.08075,1.9199048
Shallow,0.193488,0.098105723,0.400375,303.6141347,271.5184608,150.0014799,2.4372864,223.67905,2.1752543
Shallow,0.193566,0.044052994,0.3699375,311.2397373,275.7783267,185.060111,-0.27149963,239.41183,2.8305829
Shallow,0.193572,0.198439981,0.350189574,305.9178802,283.0025287,230.34204,-1.6945496,405.39594,3.7540483
Shallow,0.193573,0.369673475,0.375763952,304.854876,277.0111337,221.6055808,2.5421753,700.2595,6.374156
Shallow,0.19361,0.10516932,0.417170081,308.0541427,283.0337952,226.2130718,0.76672363,397.8955,0.8602531
Shallow,0.193676,0.203254563,0.406520272,303.6927492,280.52697,238.893926,-0.16851807,579.99927,0.5067992
Shallow,0.19372,0.234209101,0.381834104,301.272791,276.0681825,233.3772417,3.7958298,115.635086,3.3742497
Shallow,0.193776,0.14549638,0.40190375,302.7015234,271.470246,150.0014799,0.01852417,229.37227,2.4820523
Shallow,0.193802,0.230927547,0.51532,306.1366335,267.1399772,150.0014799,-14.758606,572.003,13.913036
Shallow,0.193828,0.172303334,0.321312458,307.24749,279.7037746,244.875461,-1.1926041,79.52855,7.6472883
Shallow,0.193859,0.11960894,0.326924538,308.2592239,284.4205326,215.3471862,-2.915985,219.37164,2.316298
Shallow,0.193924,0.196894665,0.315018625,305.4188493,285.9704294,244.4858067,0.92163086,490.67627,1.4572364
Shallow,0.193937,0.165727611,0.342833052,306.9330321,280.016681,231.2956675,4.4705505,189.29399,2.578775
Shallow,0.193941,0.165088212,0.372382988,304.4959839,277.287711,229.8942793,-0.24519348,85.692604,2.5821764
Shallow,0.194025,0.216209048,0.438115156,306.1810677,275.951458,213.6997006,12.932648,325.26047,11.5063305
Shallow,0.194082,0.19752947,0.355853663,307.2850882,281.1171642,234.7478677,-1.1349335,244.8308,6.143039
Shallow,0.194102,0.115058846,0.294186917,307.7909551,280.6274375,234.5188604,1.3166046,94.8879,3.8716028
Shallow,0.194109,0.222197347,0.402630217,302.8484982,279.6172565,230.1232867,-0.115356445,579.07996,0.2762283
Shallow,0.194112,0.194350627,0.381919766,304.1063296,283.2180617,244.5986014,1.4194975,12.962709,8.948495
Shallow,0.194155,0.217930933,0.357442742,310.9936399,280.9935681,213.593742,-1.6851807,676.22485,0.64996237
Shallow,0.194163,0.2626652,0.391668802,300.7942682,274.9289003,150.0014799,0.67840576,246.39215,5.485484
Shallow,0.194198,0.219734304,0.432952554,309.1547451,281.2795288,235.4998321,-0.63494873,583.73914,0.60460955
Shallow,0.194198,0.226320703,0.409167446,305.9896586,281.0563173,232.4714664,-0.37316895,581.38196,0.17579564
Shallow,0.194236,0.105551118,0.288769417,307.076589,279.3823098,235.0383994,1.7427368,169.1444,6.7649007
Shallow,0.194248,0.320465713,0.421825625,304.5096559,275.8420231,234.9461129,-0.26867676,182.30028,5.266824
Shallow,0.194273,-0.032631842,0.310278676,315.6421471,287.7652451,235.6912413,1.3565979,188.71931,8.926889
Shallow,0.194373,0.232722357,0.34329234,309.7699887,280.2515317,165.4748564,-0.15913391,143.26367,13.100059
Shallow,0.194392,0.187500451,0.348124564,305.1761698,279.7710208,232.9397352,-4.45784,183.46939,5.514891
Shallow,0.194414,0.209326333,0.377886231,301.2967171,277.6251941,168.6672871,-0.18992615,161.41519,0.41896832
Shallow,0.194416,0.220177957,0.39543903,302.8382442,277.4309792,175.7596786,-0.03364563,223.26039,0.13129026
Shallow,0.19443,0.218163709,0.410157581,304.5404181,279.5529278,208.1727622,-0.044799805,672.1258,0.75111204
Shallow,0.194438,0.171784864,0.311974375,306.0272568,281.1974389,238.4290753,9.591095,162.48962,11.168137
Shallow,0.194456,0.132904323,0.404660977,306.1229614,276.7142639,216.2529615,-4.295166,316.75842,2.8835592
Shallow,0.194462,0.159367862,0.372794655,307.9584381,282.2293515,187.4253808,-0.20022583,327.38293,1.491611
Shallow,0.19452,0.094320741,0.3421475,309.6161778,278.3757857,211.3959551,0.4109497,210.19159,2.1951525
Shallow,0.194532,0.213498723,0.4023237,305.6888728,278.1144067,234.6726713,3.2775269,205.48341,7.1164546
Shallow,0.194571,0.2357646,0.405767755,308.3104942,272.4602775,207.2669869,1.4451447,143.01993,1.4618297
Shallow,0.194619,0.219144491,0.385655513,299.4441503,271.4145458,204.4847187,1.9272293,3.120562,0.27150112
Shallow,0.194654,0.278403632,0.536919375,302.2811069,270.8709014,191.8107005,-1.9581299,546.86194,16.17494
Shallow,0.194661,0.066187761,0.362609375,307.9242579,276.75277,233.1174722,0.80859375,262.79285,2.5699136
Shallow,0.194674,0.195019841,0.401190969,304.0926575,281.242287,231.9416733,7.2749405,118.329865,2.5496395
Shallow,0.194713,0.339271386,0.431261691,301.1292342,279.2966314,166.2302388,0.043304443,131.93304,5.2879143
Shallow,0.194774,0.276812829,0.319215625,305.9828226,280.2918967,241.2660319,1.358551,204.20212,3.4350727
Shallow,0.194786,0.164149303,0.378917969,301.5086344,281.6175738,249.0317733,-0.50017595,6.871225,1.8492897
Shallow,0.194853,0.106570329,0.349880704,308.9496639,279.2566502,233.3874958,4.766388,296.70776,1.1507167
Shallow,0.194891,0.180562633,0.37443375,293.4557793,277.3377752,229.1799132,2.0553284,393.4737,1.3294957
Shallow,0.195093,0.110465381,0.294640208,306.8134014,279.4553415,236.84995,0.2803955,209.49727,1.0099789
Shallow,0.195174,0.261564457,0.412252704,300.7395799,277.3324209,222.8497401,-0.86026764,94.95261,0.93414056
Shallow,0.195307,0.237680249,0.266569783,303.0193992,281.8377064,216.2563795,2.438736,139.68533,4.342813
Shallow,0.195346,0.086532717,0.33929875,308.5736817,277.9228981,219.6265473,0.71884155,225.2714,2.9304435
Shallow,0.195427,0.122652634,0.410144057,306.3451327,280.7420347,235.8040359,-0.293396,52.22106,0.28511098
Shallow,0.195486,0.229775164,0.272033404,308.0541427,282.7969384,156.1026456,0.6245575,136.09435,5.0786853
Shallow,0.195519,0.067675897,0.341978191,306.6117382,282.5949843,169.6550949,-0.64990234,433.58936,1.0846611
Shallow,0.1956,0.205886163,0.366677132,302.472516,279.6669839,161.8483372,0.07255554,134.47725,5.6582694
Shallow,0.195607,0.102114124,0.35415791,313.6733676,281.2611244,228.8654553,-4.802826,262.26178,0.27850103
Shallow,0.195627,0.213628635,0.384327333,304.8753841,280.5628369,234.9426949,3.3730736,61.925003,7.987044
Shallow,0.195639,0.216913612,0.355561875,302.1888204,274.4479564,150.0014799,1.0969086,152.7609,2.699905
Shallow,0.195652,0.217266741,0.3561534,308.1771914,274.9359899,180.0424576,-0.33155823,170.93262,1.9743024
Shallow,0.195652,0.272373148,0.345064628,306.6971887,281.390605,223.4000413,0.0809021,146.18591,5.054075
Shallow,0.195655,0.095778076,0.337274375,306.3314606,278.7231517,204.7923405,1.4302673,376.96976,3.7404728
Shallow,0.195735,0.280516905,0.347331691,301.2317748,279.5706762,167.973429,-1.088562,131.31607,0.36455992
Shallow,0.195738,0.097612509,0.285155458,307.1039331,280.1253873,238.5828862,0.4195938,86.80378,0.91492915
Shallow,0.19577,0.057106722,0.3556298,305.4837916,276.0471882,150.0014799,0.081710815,213.2664,0.84550095
Shallow,0.195779,0.280248205,0.354555053,310.8740092,281.4391845,221.294541,1.1254578,144.51389,5.041172
Shallow,0.195817,0.22017766,0.516409048,295.8540955,272.1190796,246.7373047,-6.0019226,454.14694,13.41884
Shallow,0.195834,0.120803761,0.344306414,309.4384408,279.7731754,235.3391852,2.654644,65.96794,3.304377
Shallow,0.195874,0.105434747,0.363343266,307.1825476,281.2856434,221.287705,0.9692993,398.63654,1.9254259
Shallow,0.19588,0.088599976,0.3237775,308.6728043,279.9593389,239.071663,-0.88191223,189.41295,2.587608
Shallow,0.19588,0.089751019,0.457780139,304.8206958,275.6553008,222.4429957,-0.6060066,8.374264,1.3250673
Shallow,0.195932,0.139994167,0.330094342,308.1566833,281.2953186,230.1369588,-0.8421097,67.62198,1.1799282
Shallow,0.195945,0.070632837,0.318578958,309.4042606,281.4751065,237.359235,0.07775879,53.492153,0.11786241
Shallow,0.195984,0.222968674,0.408027245,301.9939932,278.7605254,228.7800048,-3.0587387,119.57861,1.757007
Shallow,0.196071,0.081872111,0.352437398,299.6962585,280.5548706,248.7049866,-0.21949768,132.04323,1.7478098
Shallow,0.196152,0.227621803,0.374985427,298.7527771,278.3456116,245.3075256,0.41981316,7.29746,0.9794444
Shallow,0.196154,0.206267267,0.449610641,297.7283043,273.8959407,240.0116185,1.1243646,5.025028,6.207818
Shallow,0.196159,0.088055142,0.39235,306.0990352,282.3002347,186.6905065,1.3800659,438.60004,11.003049
Shallow,0.1963,0.132582657,0.379828138,306.91936,279.4670597,195.7516776,1.820221,447.90656,1.0345638
Shallow,0.196301,0.101328391,0.403027917,302.9681289,270.9475997,150.0014799,1.1105957,225.35672,2.245716
Shallow,0.196327,0.130587371,0.42185375,302.5237863,270.290822,150.0014799,4.068527,240.95377,5.592911
Shallow,0.196333,0.329977256,0.2895275,305.7948315,282.6326978,221.978145,-1.2383881,194.89323,1.4999502
Shallow,0.196338,0.096495144,0.338772394,302.4930241,280.0676131,212.3666728,-3.4682922,426.5522,3.5818443
Shallow,0.196353,0.366512686,0.29677348,302.4998602,285.5822697,254.0938609,2.1086578,146.87347,4.3524814
Shallow,0.196459,0.228889596,0.439257704,305.2821285,276.1601795,231.3571919,-1.8498039,39.86837,8.226266
Shallow,0.196484,0.166577853,0.395875978,308.3207482,282.5784507,243.4569827,-0.5321655,561.8606,0.70331275
Shallow,0.196487,0.087607789,0.35783805,309.5990877,278.7779811,163.871805,0.5785675,228.73734,1.8475744
Shallow,0.196521,0.250789168,0.329934706,301.3855857,280.9466303,168.1033138,-0.31752014,128.6636,0.12523311
Shallow,0.196541,0.302355023,0.275885808,308.6864764,283.9239732,222.5831346,2.8382874,200.98517,5.7451706
Shallow,0.196546,0.207388142,0.366440815,305.9896586,282.6759386,240.1585934,-0.5496826,562.30597,0.77000815
Shallow,0.196565,0.101812022,0.288605792,307.4047189,279.5750861,235.992027,0.11987305,104.1289,4.3665557
Shallow,0.19657,0.27468141,0.358976786,305.2547843,279.7092841,227.0675768,-2.4160156,284.5236,20.038952
Shallow,0.196603,0.217487022,0.394759898,301.3308973,279.565225,231.9177472,0.79618835,78.53681,7.51582
Shallow,0.196624,0.232825949,0.323957872,304.7796795,279.2778323,230.3693841,0.20301819,176.96523,3.6900182
Shallow,0.196744,0.233576616,0.365139375,308.8710495,281.7805998,242.8690833,-1.7330627,185.48242,3.7949615
Shallow,0.196772,0.320206259,0.335303621,304.8343678,283.1430236,240.2884782,2.5153656,188.37201,3.506807
Shallow,0.196782,0.352849653,0.297869362,306.9330321,281.6705917,150.0014799,-0.28901672,147.19421,3.5523944
Shallow,0.196846,0.311875177,0.382875677,303.4158895,270.9006213,150.0014799,-1.8056183,253.8313,9.810897
Shallow,0.196869,0.260162227,0.305705691,310.7953947,280.745981,207.615625,-4.2257385,134.75015,9.412731
Shallow,0.196898,0.342659869,0.250296702,308.1430112,282.1800222,150.0014799,5.6086884,144.99234,5.990432
Shallow,0.196961,0.170894931,0.41418051,301.607757,275.5220561,234.7239416,-0.15060163,-3.3096514,0.43460196
Shallow,0.19698,0.356130481,0.433399766,305.7948315,280.659193,221.2637788,-9.930542,189.41046,9.266127
Shallow,0.196981,0.299665965,0.379819009,306.8954339,280.8286115,238.1727238,1.0302124,108.58844,2.7981265
Shallow,0.197008,0.163345565,0.4079315,310.0707745,273.5702858,199.3235085,-0.14072418,103.6218,0.22294131
Shallow,0.197014,0.302185963,0.39224,303.487668,281.0927312,150.0014799,-0.20239258,128.79803,1.2173597
Shallow,0.19705,0.207842894,0.434565867,301.9905752,275.6404312,234.7136875,-0.2264862,-2.9624903,1.40397
Shallow,0.197094,0.278033451,0.506926172,302.5101142,267.3861135,202.2732597,0.7087097,240.64745,4.235341
Shallow,0.197138,0.177633158,0.384851094,302.5989828,282.3700723,244.6259455,-0.23735619,5.31314,1.0082761
Shallow,0.197177,0.114134241,0.276327042,307.1039331,279.021139,233.8386744,6.3479843,126.0372,3.1391203
Shallow,0.19731,0.137931471,0.281480542,306.2699362,279.7999349,236.7815896,0.9467621,86.600815,2.6062412
Shallow,0.197334,0.087664559,0.341203618,307.5414397,280.9736649,227.8024511,4.5905914,64.57469,1.8206584
Shallow,0.197362,0.130547824,0.404650918,305.2411122,281.3012304,229.9694758,0.47842407,135.6825,2.4196002
Shallow,0.197448,0.104404882,0.374143625,309.1205649,277.4086881,236.6277787,0.48220825,199.37,0.46207237
Shallow,0.197483,0.342059349,0.333262602,301.959813,279.7592151,150.0014799,-0.83021545,129.59175,4.4801598
Shallow,0.197485,0.204639823,0.393628469,305.374415,275.0282569,209.9603867,-0.24002838,118.1278,0.526051
Shallow,0.197633,0.238651694,0.388601292,305.541898,279.5492231,235.475906,0.5437012,123.56059,2.5053535
Shallow,0.197668,0.130917105,0.268389947,300.2713111,281.5240532,233.1208902,-2.572113,388.48755,3.6916306
Shallow,0.197681,0.250118017,0.377808559,305.9657325,279.2096457,219.6299653,-0.74676514,474.95856,2.9556205
Shallow,0.197689,0.186143191,0.4039825,300.9446611,276.3863612,234.5017703,5.059744,34.769035,10.741379
Shallow,0.197778,0.262524589,0.357998065,311.2055571,282.2229527,217.70562,0.12420654,705.95416,0.2600404
Shallow,0.197793,0.168786211,0.387231563,309.0795487,273.7224817,227.9391719,0.08799744,180.67224,1.3932949
Shallow,0.197799,0.219620225,0.468863088,303.50134,266.093926,209.3143809,-1.7126236,96.70967,2.439913
Shallow,0.197825,0.273017078,0.348540745,309.8520212,279.391936,212.1855177,2.4073334,144.07088,3.7289433
Shallow,0.197954,0.242906016,0.404143349,300.6302032,275.4020556,235.7698557,1.3641434,119.431175,10.187958
Shallow,0.197957,0.422553566,0.477280312,302.0520996,275.5574777,211.9360023,6.1044464,243.61682,8.585639
Shallow,0.197974,0.141278691,0.36723095,303.8739042,278.5830172,226.6813405,-3.593521,218.97717,6.4531097
Shallow,0.198005,0.125758041,0.347206349,306.6322464,283.8221713,239.8612257,0.94003296,408.45715,4.09686
Shallow,0.198118,0.25752666,0.528110952,300.2678931,267.4600282,202.6765861,-1.7352905,346.38715,26.902468
Shallow,0.198121,0.114900928,0.378985,308.9223198,282.6792032,239.1707856,-0.1539917,544.1015,0.6005353
Shallow,0.198141,0.1379894,0.398736436,307.7943732,281.6138672,191.5885292,6.449341,440.5598,3.237848
Shallow,0.19816,0.021993291,0.31963175,310.8329929,278.0845332,216.3589201,0.12121582,172.38005,4.5747485
Shallow,0.19816,0.288563904,0.34252234,308.6454601,279.5097486,218.9190171,-7.426285,133.44864,4.2078214
Shallow,0.19817,0.09285711,0.35885225,307.2714161,277.2360781,239.5365138,-0.7057266,107.38344,0.508198
Shallow,0.1982,0.197473851,0.393307621,308.2387158,283.7520756,223.4649837,0.15777588,407.13605,2.9813657
Shallow,0.198282,0.354198589,0.417859458,304.5745983,279.0226201,234.1223701,0.54319763,92.411385,0.6149186
Shallow,0.198532,0.212249318,0.368476368,302.3289592,277.4849841,237.6292586,-2.4674911,78.33752,6.1949773
Shallow,0.198604,0.091018765,0.367561383,305.0599572,283.4333447,230.7282762,-0.042877197,403.1353,2.8014476
Shallow,0.198646,0.131748168,0.384664259,306.9637943,275.7864515,150.0014799,-0.5565796,242.93518,2.8824303
Shallow,0.198695,0.112418176,0.39882056,312.1899469,275.9097272,167.6828973,-1.0840912,252.04395,0.3929935
Shallow,0.198742,0.102189925,0.258192625,305.6376025,281.6119412,242.4281587,0.24437714,99.04218,0.3339122
Shallow,0.198774,0.278078774,0.361953192,310.8090668,281.2929391,229.7780667,-1.6562195,224.04056,10.914958
Shallow,0.198776,0.079544926,0.357521076,306.6083202,283.4244098,226.7394469,-4.1524353,413.69754,3.0160604
Shallow,0.198914,0.258032111,0.336956223,309.7392265,280.2323326,221.9234567,0.14755249,145.66116,3.9247649
Shallow,0.199013,0.267586122,0.393790083,305.2752924,279.8733084,226.5309477,0.7276802,46.75596,4.3898873
Shallow,0.199094,0.295724638,0.3331535,303.2962588,282.9655604,174.0267424,-1.0850525,136.4009,0.097505316
Shallow,0.199126,0.168282826,0.334039115,304.2977387,277.30948,208.8700383,-2.052353,176.2317,0.5559548
Shallow,0.199141,0.236420531,0.383244795,309.2265235,273.4473626,150.0014799,-0.39590836,52.858715,4.452132
Shallow,0.199166,0.153205334,0.3360201,304.349009,275.1293131,159.1344293,-0.18644714,211.29399,0.82638156
Shallow,0.19921,0.20196426,0.3799013,306.4203291,275.0431106,223.1402718,0.72177124,220.20825,1.8685107
Shallow,0.199241,0.222160547,0.394016218,298.4836867,273.3060255,231.8767309,0.9731823,2.967795,1.5152895
Shallow,0.199335,0.131346678,0.34589375,305.5179718,276.0346492,150.0014799,-1.5441895,190.0768,3.183768
Shallow,0.19941,0.133418335,0.38062787,309.8964555,278.5640358,206.2928512,-3.8806152,265.433,3.501073
Shallow,0.199443,0.289291277,0.2692149,302.9134406,284.665999,233.8318384,-0.72143555,145.83266,0.27980456
Shallow,0.19945,0.336639211,0.467797539,306.1332154,278.4146754,210.4628356,3.9495697,180.31982,5.226025
Shallow,0.199475,0.061865718,0.3922675,305.7538152,275.5838072,207.786526,-1.0493927,187.07126,0.7530077
Shallow,0.199488,0.317351268,0.308808235,301.0540377,278.0745887,160.3068102,12.162109,144.79913,4.454069
Shallow,0.199501,0.314664904,0.409178731,300.8797187,282.6015675,188.8917114,-1.2173615,132.10934,2.1921656
Shallow,0.199535,0.219761543,0.425992065,303.9627727,277.196481,223.7076631,1.1225586,170.1618,2.9304812
Shallow,0.19956,0.158591879,0.414357021,306.8783438,280.9664796,220.0572178,0.20703125,433.79932,2.200623
Shallow,0.199627,0.382740505,0.342206837,301.3753316,281.1271904,150.0014799,0.25004578,132.40027,6.3933163
Shallow,0.199657,0.187783552,0.415741875,301.2488649,272.8470607,195.5363423,4.3333435,479,28.28472
Shallow,0.199727,0.344356068,0.426396858,300.4627203,277.8178759,233.5310526,0.80155754,16.625628,2.3309872
Shallow,0.199782,0.210381027,0.446425254,303.1390299,276.2822564,229.6071657,-1.0184021,11.092875,4.490159
Shallow,0.1998,0.234650197,0.290178906,305.6752008,281.1379829,222.1798082,-26.154236,128.51813,5.979426
Shallow,0.19985,0.149859194,0.328752813,304.6703029,277.6026821,209.4408477,-0.15109253,156.93622,5.8242507
Shallow,0.199965,0.182734694,0.34664359,296.9797579,274.421527,229.9079514,1.9388881,7,16.53672
Shallow,0.2,0.273857614,0.278590833,306.1571416,285.346475,225.9909005,1.271698,170.48537,5.9049454
Shallow,0.2,0.399946079,0.28134295,304.2533044,283.4651802,225.8302536,0.4280243,158.96132,3.5495133
Shallow,0.2,0.238060887,0.31502715,303.6209707,283.3496512,228.8893815,-2.8021088,143.02208,5.171606
Shallow,0.2,0.344507289,0.3324429,304.2498864,284.8618516,232.1399185,-0.9232788,156.95493,4.589537
Shallow,0.2,0.314607428,0.31141049,302.4144097,288.1404901,243.7851126,0.046524048,138.01807,2.1064062
Shallow,0.2,0.378756901,0.311012549,300.6028591,286.4528595,234.6863434,0.24447632,138.04512,2.244843
Shallow,0.2,0.300028412,0.394931633,303.6927492,284.1299558,221.287705,5.4586334,148.01727,13.059456
